"","tSNE_1","tSNE_2"
"SRR_ALL:SRR3617192.bam",12.0496192854271,-1.59098733678526
"SRR_ALL:SRR3617218.bam",8.52310380064753,-14.3359176929512
"SRR_ALL:SRR3617220.bam",3.28731270028325,-12.7748734456106
"SRR_ALL:SRR3617221.bam",11.8284151248166,13.0290962202114
"SRR_ALL:SRR3617225.bam",8.4276917705042,12.1491657442395
"SRR_ALL:SRR3617226.bam",11.0852871277875,14.9283914266684
"SRR_ALL:SRR3617227.bam",8.67161226261637,7.35303735741425
"SRR_ALL:SRR3617229.bam",13.7685927849089,17.5668872668185
"SRR_ALL:SRR3617239.bam",10.5078776297291,15.1046256613307
"SRR_ALL:SRR3617240.bam",14.043424120076,12.1062327578899
"SRR_ALL:SRR3617244.bam",14.3603777683184,9.97188094916618
"SRR_ALL:SRR3617246.bam",10.3238738095394,10.2392068909294
"SRR_ALL:SRR3617248.bam",12.880621175013,3.96439439957013
"SRR_ALL:SRR3617258.bam",6.27426854912267,28.6126075548045
"SRR_ALL:SRR3617268.bam",9.32016599658355,7.08769261729255
"SRR_ALL:SRR3617270.bam",9.30201391256613,16.9766584267874
"SRR_ALL:SRR3617271.bam",10.1360435411429,3.89849482964138
"SRR_ALL:SRR3617274.bam",7.23371510893131,32.9620219318699
"SRR_ALL:SRR3617284.bam",11.8632068937511,16.4003366909798
"SRR_ALL:SRR3617287.bam",10.2446376056162,7.54431024017847
"SRR_ALL:SRR3617290.bam",12.3353137628846,-3.16843332516672
"SRR_ALL:SRR3617291.bam",13.0020992598387,12.6654763661263
"SRR_ALL:SRR3617308.bam",16.5143077173541,-5.69780565779334
"SRR_ALL:SRR3617314.bam",15.448253243158,2.44916162179686
"SRR_ALL:SRR3617316.bam",8.96414983536705,12.9838401558863
"SRR_ALL:SRR3617317.bam",12.0331131480008,10.2404585066685
"SRR_ALL:SRR3617322.bam",7.63540823545851,-11.4902248029462
"SRR_ALL:SRR3617326.bam",6.99627856891124,32.6165468300137
"SRR_ALL:SRR3617337.bam",3.25524231514609,-22.3972508649284
"SRR_ALL:SRR3617340.bam",14.9600605254993,-8.36731352001783
"SRR_ALL:SRR3617345.bam",9.78164585873864,-12.7566360519293
"SRR_ALL:SRR3617348.bam",8.63217299178135,-2.06422902920329
"SRR_ALL:SRR3617350.bam",9.66585909255223,11.6967671899472
"SRR_ALL:SRR3617351.bam",9.92715253458367,10.6396977322972
"SRR_ALL:SRR3617363.bam",9.61654866077621,5.05917461237318
"SRR_ALL:SRR3617364.bam",12.2036565437156,-7.07823754584364
"SRR_ALL:SRR3617369.bam",3.35383749506844,-11.1692109895954
"SRR_ALL:SRR3617371.bam",15.7619332092149,-11.9753955795075
"SRR_ALL:SRR3617374.bam",14.347386604518,11.543725417829
"SRR_ALL:SRR3617383.bam",0.735784711391126,-13.0197039273743
"SRR_ALL:SRR3617396.bam",15.4206193675983,-4.1709184032384
"SRR_ALL:SRR3617399.bam",15.9783480011389,1.67817569655741
"SRR_ALL:SRR3617401.bam",6.38187315084031,28.9364470818474
"SRR_ALL:SRR3617402.bam",13.5367021400965,3.9843002417477
"SRR_ALL:SRR3617403.bam",14.4512045095267,-0.425295974368094
"SRR_ALL:SRR3617404.bam",9.40345476686209,-6.41034187062505
"SRR_ALL:SRR3617411.bam",13.6115489592533,13.5604826200141
"SRR_ALL:SRR3617413.bam",13.6885932094139,4.94235082279987
"SRR_ALL:SRR3617414.bam",13.6493106696419,5.29199875511644
"SRR_ALL:SRR3617415.bam",13.126650604666,13.341974804258
"SRR_ALL:SRR3617419.bam",13.8237805871398,16.2572994459622
"SRR_ALL:SRR3617422.bam",13.9718529234096,9.66996857393278
"SRR_ALL:SRR3617424.bam",14.6446015947311,5.02508883714219
"SRR_ALL:SRR3617427.bam",8.17576589970289,13.2332782322507
"SRR_ALL:SRR3617429.bam",18.8127381011116,0.30858259071487
"SRR_ALL:SRR3617430.bam",6.8238848114128,33.387998453129
"SRR_ALL:SRR3617431.bam",9.29410282901323,11.9385309941847
"SRR_ALL:SRR3617432.bam",17.9201423576344,3.67079271534801
"SRR_ALL:SRR3617434.bam",12.7358179840438,15.7243584858786
"SRR_ALL:SRR3617436.bam",8.24345725796676,16.1328731352413
"SRR_ALL:SRR3617437.bam",14.1274801093952,2.64634071500352
"SRR_ALL:SRR3617438.bam",5.64484715628377,29.5118275193149
"SRR_ALL:SRR3617440.bam",12.5290158315236,17.4785134525121
"SRR_ALL:SRR3617444.bam",1.70662604029201,-18.3590797754559
"SRR_ALL:SRR3617448.bam",13.6033023603485,4.41056144675455
"SRR_ALL:SRR3617449.bam",7.15510020622778,-6.84890045048582
"SRR_ALL:SRR3617450.bam",6.35401057980401,-16.0925773024599
"SRR_ALL:SRR3617451.bam",3.37747300546618,-13.1619366431366
"SRR_ALL:SRR3617453.bam",13.3849491598948,6.7222548479013
"SRR_ALL:SRR3617454.bam",12.9235054855659,10.0235981147637
"SRR_ALL:SRR3617455.bam",11.7089687668696,-7.03537948949785
"SRR_ALL:SRR3617460.bam",3.23923353288728,-11.5831073634354
"SRR_ALL:SRR3617466.bam",17.485480885441,0.277122017788981
"SRR_ALL:SRR3617471.bam",14.1312790050829,0.700864270855009
"SRR_ALL:SRR3617472.bam",6.9851835906566,30.3247868873323
"SRR_ALL:SRR3617476.bam",6.62657296828334,32.1410024448898
"SRR_ALL:SRR3617477.bam",13.2328339672739,0.1512399880189
"SRR_ALL:SRR3617478.bam",6.78369103483275,-4.41870942384262
"SRR_ALL:SRR3617481.bam",7.24288110003325,-13.4346120466625
"SRR_ALL:SRR3617486.bam",7.25846447368186,-8.45248429922489
"SRR_ALL:SRR3617489.bam",2.54978734029368,-16.4384857634391
"SRR_ALL:SRR3617490.bam",13.5303683829187,16.731287099821
"SRR_ALL:SRR3617491.bam",10.9189795503334,14.2924712788536
"SRR_ALL:SRR3617493.bam",13.1714861474789,15.0089831583297
"SRR_ALL:SRR3617496.bam",12.1941813467869,10.9341600700371
"SRR_ALL:SRR3617508.bam",7.29797284364718,-14.7187387441656
"SRR_ALL:SRR3617512.bam",8.24997393417454,19.1356523031951
"SRR_ALL:SRR3617513.bam",12.0757165240587,11.8796745444716
"SRR_ALL:SRR3617518.bam",15.621977031862,4.71797439279677
"SRR_ALL:SRR3617521.bam",7.38435937666243,18.8779179000491
"SRR_ALL:SRR3617526.bam",6.84911134522388,34.7843633229368
"SRR_ALL:SRR3617530.bam",16.5199992520968,-6.45038569625479
"SRR_ALL:SRR3617533.bam",7.84278791950583,-7.52690705126939
"SRR_ALL:SRR3617536.bam",11.9350735760301,13.4333312315026
"SRR_ALL:SRR3617540.bam",11.386797428098,5.41138926989029
"SRR_ALL:SRR3617541.bam",13.5861289119415,11.012415154296
"SRR_ALL:SRR3617544.bam",12.0539027108148,4.22659070622924
"SRR_ALL:SRR3617545.bam",2.73446125026874,-13.0387671707567
"SRR_ALL:SRR3617547.bam",10.8365867762563,-3.70126072228727
"SRR_ALL:SRR3617548.bam",9.44504860893987,13.2510872234632
"SRR_ALL:SRR3617554.bam",2.3863362073425,-13.8095617610525
"SRR_ALL:SRR3617555.bam",2.69851578034012,-13.7607389641667
"SRR_ALL:SRR3617562.bam",15.5334077021332,0.162197498428521
"SRR_ALL:SRR3617568.bam",9.17513493692403,-11.0293484966515
"SRR_ALL:SRR3617569.bam",6.67433089637433,-6.72221560671757
"SRR_ALL:SRR3617791.bam",1.08985967726365,-15.884072435992
"SRR_ALL:SRR3617793.bam",9.36716882226922,-13.3096516782822
"SRR_ALL:SRR3617794.bam",12.4716468331844,12.5062057541032
"SRR_ALL:SRR3617795.bam",12.2598267316832,13.9139269466166
"SRR_ALL:SRR3617797.bam",0.305826158935574,-9.90349974326536
"SRR_ALL:SRR3617801.bam",7.64313997750041,6.25436797972667
"SRR_ALL:SRR3617802.bam",-2.6455018630467,-16.9825036368555
"SRR_ALL:SRR3617804.bam",7.94135421226332,2.62669977874301
"SRR_ALL:SRR3617816.bam",11.8404861172833,-18.0024426215572
"SRR_ALL:SRR3617817.bam",6.48223813897001,-10.0407002643624
"SRR_ALL:SRR3617825.bam",13.1295403204333,-15.0989636865626
"SRR_ALL:SRR3617831.bam",14.7060403627631,3.78461108560963
"SRR_ALL:SRR3617838.bam",12.880072682123,-1.33691544246949
"SRR_ALL:SRR3617844.bam",-3.86049964009894,-27.4985135386168
"SRR_ALL:SRR3617854.bam",13.4323522495805,1.96973273708875
"SRR_ALL:SRR3617855.bam",7.65452947786554,11.6853084980182
"SRR_ALL:SRR3617859.bam",6.39531864571976,-4.31194163437912
"SRR_ALL:SRR3617219.bam",7.01650757449732,15.1551172599848
"SRR_ALL:SRR3617265.bam",5.97112755426814,31.5177384980032
"SRR_ALL:SRR3617275.bam",0.349924554663035,19.1363344863192
"SRR_ALL:SRR3617283.bam",2.31764385917726,25.3652282169558
"SRR_ALL:SRR3617296.bam",4.06800511488895,31.0116151276225
"SRR_ALL:SRR3617305.bam",5.41856538257843,31.9085319807878
"SRR_ALL:SRR3617334.bam",2.43336979189305,25.8402868111332
"SRR_ALL:SRR3617349.bam",-7.59176689515261,2.45859239433272
"SRR_ALL:SRR3617560.bam",6.36901575673277,15.310759011907
"SRR_ALL:SRR3617565.bam",-1.36524976458796,-2.48984195704104
"SRR_ALL:SRR3617223.bam",7.41799074495672,35.1012638602049
"SRR_ALL:SRR3617234.bam",-11.3159258277606,10.0047320014288
"SRR_ALL:SRR3617237.bam",-10.6482902347039,10.1911169550805
"SRR_ALL:SRR3617238.bam",-10.2770883195794,7.76071393585979
"SRR_ALL:SRR3617241.bam",-2.68715786945466,17.497461951747
"SRR_ALL:SRR3617249.bam",0.329554775403048,24.8268093336683
"SRR_ALL:SRR3617251.bam",-0.518961284166043,26.7173356785778
"SRR_ALL:SRR3617253.bam",-12.9514281926893,14.5960639927173
"SRR_ALL:SRR3617257.bam",-9.07295599007916,16.920708053221
"SRR_ALL:SRR3617259.bam",-3.35926394159026,18.7170888519937
"SRR_ALL:SRR3617260.bam",4.49914536176913,31.7936533848398
"SRR_ALL:SRR3617264.bam",-7.07657356485173,18.4137001107486
"SRR_ALL:SRR3617266.bam",-1.58594562418551,23.4150370439275
"SRR_ALL:SRR3617272.bam",0.934621976967448,27.8961835455733
"SRR_ALL:SRR3617280.bam",-10.633713292061,9.36956166995937
"SRR_ALL:SRR3617289.bam",-2.47510935452852,19.2556603610576
"SRR_ALL:SRR3617297.bam",-8.87046148420771,11.0135667799607
"SRR_ALL:SRR3617302.bam",-8.28438273558714,1.58647556942004
"SRR_ALL:SRR3617303.bam",-11.0717746101719,-7.41543819698028
"SRR_ALL:SRR3617307.bam",-12.0082846583416,-9.08478450670991
"SRR_ALL:SRR3617309.bam",-10.5383578193823,3.81862154558991
"SRR_ALL:SRR3617313.bam",-12.4212744694521,11.461077610639
"SRR_ALL:SRR3617330.bam",-8.75386150685374,11.2700292797692
"SRR_ALL:SRR3617331.bam",5.47462968047082,34.1114298553615
"SRR_ALL:SRR3617332.bam",-7.05273266052449,11.5309191667468
"SRR_ALL:SRR3617354.bam",-15.1954123270056,13.1420389553829
"SRR_ALL:SRR3617357.bam",-8.25187410341751,3.36614807852015
"SRR_ALL:SRR3617359.bam",-1.25928872028815,27.6901680804826
"SRR_ALL:SRR3617360.bam",5.91176354840672,33.9800225837992
"SRR_ALL:SRR3617365.bam",1.25973788737076,26.3121197613244
"SRR_ALL:SRR3617367.bam",-12.7032891587045,7.93174339610277
"SRR_ALL:SRR3617380.bam",-1.64315838366809,16.4732589958479
"SRR_ALL:SRR3617381.bam",-8.02434323611375,9.88562528348662
"SRR_ALL:SRR3617390.bam",-14.5947587156596,-4.66454203011421
"SRR_ALL:SRR3617393.bam",-4.67732210350132,20.4790375129354
"SRR_ALL:SRR3617400.bam",-8.03792793294484,17.1317224376448
"SRR_ALL:SRR3617409.bam",-5.93261603900842,21.9947837763962
"SRR_ALL:SRR3617412.bam",-6.68024195082113,17.0406081226434
"SRR_ALL:SRR3617417.bam",-12.5910994352857,11.7116904951858
"SRR_ALL:SRR3617418.bam",-14.6098025954844,-5.58218397448448
"SRR_ALL:SRR3617426.bam",-0.785489041201283,25.2458174279542
"SRR_ALL:SRR3617428.bam",-3.56208097349346,18.5848739629539
"SRR_ALL:SRR3617439.bam",-9.54914830962181,20.3425219974774
"SRR_ALL:SRR3617446.bam",-4.44060654944022,10.2932972224272
"SRR_ALL:SRR3617447.bam",-7.14079585753299,-3.57553163709655
"SRR_ALL:SRR3617452.bam",-10.0629634539785,18.1789687082345
"SRR_ALL:SRR3617459.bam",-13.2490886182746,9.35101705083885
"SRR_ALL:SRR3617461.bam",-6.49125338234355,16.9029911934771
"SRR_ALL:SRR3617467.bam",-3.82634181655075,7.46635342972547
"SRR_ALL:SRR3617468.bam",-1.39580128709741,16.5069342090639
"SRR_ALL:SRR3617480.bam",-10.1679447602958,-1.63095295773355
"SRR_ALL:SRR3617487.bam",-11.0969829377099,-1.18801296565608
"SRR_ALL:SRR3617492.bam",-3.69672569086654,-2.4771925866739
"SRR_ALL:SRR3617494.bam",-14.1467471567598,16.6891264431377
"SRR_ALL:SRR3617495.bam",-8.24323484116479,18.1910836453075
"SRR_ALL:SRR3617501.bam",-0.938448868646289,25.9731353459597
"SRR_ALL:SRR3617503.bam",-7.26091346599986,16.6107293663097
"SRR_ALL:SRR3617504.bam",-1.98330743515579,-2.67574832742468
"SRR_ALL:SRR3617505.bam",-14.3981100256195,5.82655381679885
"SRR_ALL:SRR3617514.bam",-3.97359501139049,3.17169961533909
"SRR_ALL:SRR3617517.bam",-4.00235724229846,2.89001518826199
"SRR_ALL:SRR3617519.bam",-2.47114300414362,21.4966750168676
"SRR_ALL:SRR3617523.bam",-3.22107407709721,23.5847530443399
"SRR_ALL:SRR3617527.bam",5.41293433374347,32.778962033577
"SRR_ALL:SRR3617528.bam",1.07291000424334,25.1693387322232
"SRR_ALL:SRR3617529.bam",-0.211468679022436,19.1263586222306
"SRR_ALL:SRR3617534.bam",0.774427389660908,23.5220835315694
"SRR_ALL:SRR3617543.bam",-15.4700860293189,16.785354111038
"SRR_ALL:SRR3617549.bam",-6.22534876735379,-16.2604068760946
"SRR_ALL:SRR3617550.bam",-1.63690807281882,26.8653921998644
"SRR_ALL:SRR3617552.bam",-12.5014826305648,8.39342320895807
"SRR_ALL:SRR3617559.bam",-3.01129027825421,25.1272050789492
"SRR_ALL:SRR3617561.bam",-4.17620753886139,-4.93182024249888
"SRR_ALL:SRR3617566.bam",-2.061150994922,24.1722744239349
"SRR_ALL:SRR3617567.bam",-2.58164943006743,22.575719158799
"SRR_ALL:SRR3617570.bam",-11.5265743533039,4.74858548042532
"SRR_ALL:SRR3617792.bam",-10.8624101939711,13.6321943706139
"SRR_ALL:SRR3617796.bam",-6.27574807940399,9.58895543295156
"SRR_ALL:SRR3617799.bam",-1.38867206369147,23.6141314896691
"SRR_ALL:SRR3617800.bam",-10.7862860623108,8.12625442312721
"SRR_ALL:SRR3617805.bam",-14.2948805260828,8.52349820696153
"SRR_ALL:SRR3617806.bam",-0.358373711206987,27.4638478612001
"SRR_ALL:SRR3617807.bam",-7.66712332686323,15.7698057295531
"SRR_ALL:SRR3617809.bam",-11.0198375565174,13.2656069687428
"SRR_ALL:SRR3617810.bam",-5.90116766070469,18.8181007743911
"SRR_ALL:SRR3617811.bam",-8.15720033004501,-14.33962845977
"SRR_ALL:SRR3617812.bam",-14.5969339302466,14.4612905828519
"SRR_ALL:SRR3617814.bam",-8.79975181452935,-5.87816179143439
"SRR_ALL:SRR3617815.bam",6.52072920626114,35.2375069846923
"SRR_ALL:SRR3617818.bam",-8.07956409808716,2.31101843997444
"SRR_ALL:SRR3617819.bam",-1.66576665745137,22.3724037055531
"SRR_ALL:SRR3617820.bam",-10.6018732224108,14.9835492560732
"SRR_ALL:SRR3617822.bam",-7.33417991465925,21.2709536617758
"SRR_ALL:SRR3617823.bam",-1.24311051848857,21.8235409007062
"SRR_ALL:SRR3617824.bam",-9.57698669945204,15.5594508228102
"SRR_ALL:SRR3617826.bam",-9.79892143958238,-5.57018343900925
"SRR_ALL:SRR3617827.bam",-0.341024781453205,25.3865312966509
"SRR_ALL:SRR3617828.bam",-11.0664656753105,-13.5324398037033
"SRR_ALL:SRR3617829.bam",-12.3718409331177,-13.9793696580514
"SRR_ALL:SRR3617830.bam",-13.7783467126199,11.7673812279163
"SRR_ALL:SRR3617832.bam",4.76053632073696,33.3249188123948
"SRR_ALL:SRR3617833.bam",-0.540276360177067,16.7805284928375
"SRR_ALL:SRR3617837.bam",-9.54777841654421,17.294506995602
"SRR_ALL:SRR3617839.bam",-14.1960636097821,-1.80235745177209
"SRR_ALL:SRR3617843.bam",-10.7398541295033,2.56051840137474
"SRR_ALL:SRR3617847.bam",-8.96192561838103,7.50820425711951
"SRR_ALL:SRR3617848.bam",-15.4775958829567,-13.7815198772189
"SRR_ALL:SRR3617851.bam",-12.0153316271844,-15.9280277548112
"SRR_ALL:SRR3617853.bam",-14.2041575040372,-12.3710062588548
"SRR_ALL:SRR3617858.bam",-12.4249741371981,-5.3451560565213
"SRR_ALL:SRR3617860.bam",-15.8692196574747,-15.2940012654738
"SRR_ALL:SRR3617862.bam",-9.95244990317648,-8.98949974837916
"SRR_ALL:SRR3617863.bam",-8.33421429917755,14.2114644722262
"SRR_ALL:SRR3617281.bam",13.8029543515591,17.2070314694082
"SRR_ALL:SRR3617304.bam",7.24409312479089,35.4900669143478
"SRR_ALL:SRR3617318.bam",1.02448202095702,18.3197683438621
"SRR_ALL:SRR3617525.bam",10.1196667222671,7.32449382451213
"SRR_ALL:SRR3617558.bam",10.0884327299852,-3.73177677964729
"SRR_ALL:SRR3617564.bam",10.0600443418861,2.23884380718379
"SRR_ALL:SRR3617808.bam",8.615809914,16.5673311273529
"SRR_ALL:SRR3617850.bam",9.83958082329784,-2.83155353484421
"SRR_ALL:SRR3617852.bam",-6.69549305731288,22.6921389617873
"SRR_ALL:SRR3617306.bam",8.5352623344,-4.69062360074711
"SRR_ALL:SRR3617372.bam",-3.10707529357287,-12.6283130799267
"SRR_ALL:SRR3617379.bam",-2.36274975480254,-11.6984165677957
"SRR_ALL:SRR3617384.bam",-5.53718655886234,-13.4490464899764
"SRR_ALL:SRR3617395.bam",13.7111810477332,-14.3132662713533
"SRR_ALL:SRR3617397.bam",-9.70798648811738,-18.4582424760082
"SRR_ALL:SRR3617405.bam",-3.16590421311851,-2.66464613017794
"SRR_ALL:SRR3617408.bam",-1.69499568642991,-5.16650718178537
"SRR_ALL:SRR3617410.bam",2.57652832069823,24.3026594881052
"SRR_ALL:SRR3617421.bam",2.09600478964961,24.1300891676716
"SRR_ALL:SRR3617441.bam",-5.44046988264093,-9.01294020288019
"SRR_ALL:SRR3617463.bam",-3.0763003513592,-12.6845261987331
"SRR_ALL:SRR3617464.bam",7.96415081789493,3.64448987480666
"SRR_ALL:SRR3617469.bam",-5.2801439180176,-13.5567706833202
"SRR_ALL:SRR3617473.bam",-13.2290867995609,7.06170135151562
"SRR_ALL:SRR3617474.bam",-4.4852248613304,-11.7068521851489
"SRR_ALL:SRR3617483.bam",-3.08671062056164,-5.15370568724659
"SRR_ALL:SRR3617485.bam",-3.0901821200065,-4.56972061646964
"SRR_ALL:SRR3617497.bam",-1.22469655558637,-3.90721138646882
"SRR_ALL:SRR3617500.bam",-1.39120198452537,-11.8177567740285
"SRR_ALL:SRR3617507.bam",-7.55790796349621,-15.3277196211292
"SRR_ALL:SRR3617515.bam",-1.1468057523352,-3.56269015828526
"SRR_ALL:SRR3617516.bam",-9.79272063465119,19.3815933746253
"SRR_ALL:SRR3617520.bam",-7.1893859610619,-5.10863775382592
"SRR_ALL:SRR3617524.bam",-6.78111006070337,-5.131949987778
"SRR_ALL:SRR3617531.bam",-1.93579263694769,-9.94423920204023
"SRR_ALL:SRR3617532.bam",-0.0332668115961778,-6.46907341617825
"SRR_ALL:SRR3617535.bam",-2.27273016393452,-5.32280435453121
"SRR_ALL:SRR3617539.bam",-1.65484250131602,-13.3185755056593
"SRR_ALL:SRR3617551.bam",-0.436057306086437,-10.4215816198456
"SRR_ALL:SRR3617553.bam",-6.78789336954438,-3.94378238817914
"SRR_ALL:SRR3617834.bam",-9.53706396738179,-23.1188646542747
"SRR_ALL:SRR3617836.bam",7.40557275857036,2.2959610087827
"SRR_ALL:SRR3617840.bam",-3.95711150074068,-10.6591298689145
"SRR_ALL:SRR3617845.bam",-10.7712561803402,-16.0592853230215
"SRR_ALL:SRR3617849.bam",-7.47089368355183,-20.2265009606716
"SRR_ALL:SRR3617856.bam",-2.89111434896817,-9.27291417203264
"SRR_ALL:SRR3617857.bam",-4.86200405020869,-8.86250805988795
