chr10	-	27060003	27060018	27059173	27059274	27065993	27066170
chr2	-	178196869	178196979	178187812	178188124	178199120	178199257
chr5	+	78944884	78945013	78952780	78952824	78944439	78944516
chr12	-	6781515	6781698	6779925	6780004	6782381	6782606
chr2	+	74170298	74170402	74173845	74174033	74166036	74166149
chr2	+	74184251	74184367	74185272	74185372	74173845	74174033
chr2	+	74177711	74177859	74185272	74185372	74173845	74174033
chr2	+	74177711	74177859	74184251	74184367	74173845	74174033
chr2	+	74184251	74184367	74185272	74185372	74177711	74177859
chr3	-	196888510	196888609	196876613	196876667	196921295	196921460
chr4	-	178357429	178357505	178355535	178355643	178358558	178358673
chr2	+	207025610	207025856	207026069	207026196	207025311	207025434
chr8	-	144668388	144668460	144663223	144663498	144668898	144669022
chr8	-	144665331	144665446	144663223	144663498	144668388	144668460
chr11	-	31491286	31491344	31484718	31484852	31495270	31495333
chr11	-	31482172	31482261	31477806	31477933	31484718	31484852
chr12	-	31862226	31862359	31854796	31854941	31867815	31867885
chr16	-	27252673	27253210	27246498	27246620	27268755	27268902
chr4	-	99816332	99816419	99812387	99812483	99823026	99823133
chr11	-	10828366	10828432	10827453	10827594	10828801	10828928
chr11	-	10823207	10823321	10822508	10822634	10823595	10823756
chr13	-	41587213	41587330	41556118	41556418	41593363	41593568
chr13	-	41535578	41535697	41532971	41533152	41556118	41556418
chr1	-	95507048	95507168	95492684	95492816	95530421	95530573
chr1	-	33486967	33487062	33480122	33480195	33487193	33487304
chr13	-	47364731	47364796	47361155	47361244	47365480	47365555
chr13	-	47359783	47359854	47358386	47358485	47361155	47361244
chr22	+	29670253	29670271	29674018	29674205	29669726	29669853
chr12	+	112237709	112237867	112241662	112241777	112235881	112236046
chr17	+	65882243	65882432	65887959	65888150	65870932	65871136
chr10	-	31146608	31146707	31137459	31139296	31165926	31165994
chr10	+	32759991	32760158	32761408	32761470	32751944	32751977
chr10	-	64979637	64979743	64976966	64977091	65024410	65024524
chr10	-	18870609	18870750	18840751	18840900	18874877	18875022
chr11	+	43905532	43905567	43908155	43908203	43904634	43904738
chr11	+	43913590	43913679	43923065	43923275	43911274	43911378
chr11	+	43923065	43923275	43940587	43940686	43911274	43911378
chr13	-	21311861	21311944	21305979	21306260	21331593	21331756
chr6	-	116981395	116981532	116979965	116980087	116981898	116982009
chr6	-	34215243	34215269	34214820	34214926	34215457	34215641
chr7	-	12428433	12428583	12423161	12423227	12428752	12428984
chr7	-	12393440	12394113	12391198	12391339	12395736	12395956
chr8	+	11687752	11687929	11689026	11689179	11683508	11683724
