chr10	-	27044583	27044670	27040526	27040712	27047990	27048167
chr3	-	196876613	196876667	196869588	196869639	196921295	196921460
chr19	-	10290862	10290910	10287967	10288043	10291025	10291245
chr18	+	32263445	32263658	32335939	32336007	32259431	32259556
chr12	-	31867374	31867565	31862226	31862359	31867815	31867885
chr15	-	49898352	49898415	49881972	49882204	49903411	49903465
chr19	-	37656496	37656598	37647130	37647257	37660740	37660956
chr4	-	184572370	184572480	184572132	184572284	184577033	184577114
chr22	+	41542742	41542820	41543840	41543950	41537051	41537226
chr17	+	65871671	65871860	65887959	65888150	65870932	65871136
chr17	+	65871671	65871860	65882243	65882432	65870932	65871136
chr3	-	197349057	197349201	197348574	197348739	197350090	197350253
chr18	-	55226376	55226475	55222076	55222184	55230105	55230212
chrX	+	21579588	21579678	21581355	21581570	21549973	21550185
chr4	-	83752089	83752128	83750152	83750211	83763292	83763634
chr10	+	105159403	105159587	105160153	105160285	105158172	105158285
chr12	+	1519554	1519619	1553727	1553916	1517314	1517413
chrX	-	54020033	54020336	54019168	54019272	54022125	54022215
chr2	-	54141007	54141068	54137211	54137267	54146287	54146383
chr1	-	52947094	52947307	52943379	52943554	52947475	52947595
chr15	-	42484263	42484296	42483693	42483758	42492093	42492159
chr1	-	19467281	19467386	19465576	19465714	19467840	19468018
chr3	+	184542718	184542836	184543950	184544019	184542332	184542573
chr11	-	47744527	47744868	47741480	47741638	47745579	47745724
chr17	-	67281528	67281561	67280093	67280213	67282038	67282178
chr3	+	15282959	15283095	15283684	15283760	15282260	15282360
chr16	+	2809747	2810009	2810301	2810500	2809569	2809662
chr22	+	26769416	26769449	26771540	26771655	26761337	26761532
chr11	-	115061607	115061661	115049363	115049495	115069125	115069158
chr6	-	112021306	112021471	112020717	112020873	112024087	112024237
chr4	-	186384147	186384203	186383796	186383862	186392098	186392203
chr4	-	128859937	128859993	128854139	128854248	128863199	128863313
chr4	-	128843014	128843118	128842678	128842926	128851837	128851972
chr11	+	117153461	117153566	117153830	117153926	117153119	117153252
chr6	-	146272926	146273059	146271399	146271618	146273484	146273614
chr19	-	18420919	18421024	18420487	18420671	18423413	18423512
chr6	+	74191762	74191967	74192171	74192343	74190397	74190528
chr3	-	112729489	112729551	112727017	112727277	112729891	112730253
chr12	+	51449617	51449804	51449926	51450028	51447560	51447643
chr3	+	32778901	32778982	32800949	32801063	32776291	32776468
chr11	+	114314577	114314655	114316700	114316809	114311377	114311461
chr3	-	15628031	15628109	15626754	15626849	15631046	15631119
chr1	+	179869260	179869313	179870436	179870523	179858444	179858504
chr11	-	17981016	17981183	17899754	17899791	18010143	18010302
chr2	-	243502	243562	242797	242871	247537	247602
chr1	+	145683574	145683647	145684584	145684678	145682022	145682094
chr10	+	99946223	99946320	99967857	99969656	99923049	99923154
chr16	+	24804793	24804970	24805864	24806040	24800552	24803138
chr3	+	56606364	56606456	56626997	56627129	56605208	56605330
